item_id,item_desc,dept_id,dept_desc,catg_id,catg_desc,prodClass,prodBrand,item_price,item_cost,next_dept_id,next_catg_id,item_weight
2776-059d,Louis Garneau Womens Biogel RX,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Louis Garneau,52.14,20.86,8,13,21
2777-17a8,Louisville Slugger LXT USSSA F,12,Sports and Outdoors,144,Sports, Softball Gear and Equipment ,Louisville Slugger,336.92,202.15,8,19,202
2778-3987,Louisville Slugger Vapor BBCOR,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Louisville Slugger,69.95,27.98,8,19,28
2779-a696,Louisville Slugger 12.5 Zephy,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Louisville Slugger,49.28,24.64,8,19,25
2780-7c5e,Louisville Slugger Ball Caddy,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Louisville Slugger,39.47,19.74,8,19,20
2781-a39d,Louisville Slugger Flylite Y24,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Louisville Slugger,19.98,11.99,8,19,12
2783-65fb,Lowestbest 8 Panel Safety Play,3,Baby,7,Baby Activities and Gear, Playards,Lowestbest,92.48,46.24,5,23,46
2784-6f2b,lowrance pd-wbl trolling motor,3,Baby,7,Baby Activities and Gear, Playards,lowrance,92.59,37.04,5,23,37
2785-8f16,Lowrance TMB-S Trolling Motor ,3,Baby,7,Baby Activities and Gear, Playards,Lowrance,29.9,17.94,5,23,18
2786-f504,Two Chrome 20 72 Spoke Hollow,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,161.98,113.39,8,13,113
2787-c6e5,20 Lowrider Frame Metallic/Re,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,107,42.8,8,13,43
2788-dfcc,27 x 1 1/4 Alloy Front Wheel,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,53.49,37.44,8,13,37
2789-0e74,20 Banana Saddle Sparkle/Purp,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,44.99,31.49,8,13,31
2790-dfd7,Double Square Round Twisted Pe,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,41.79,12.54,8,13,13
2791-c408,24 Classic Adjustable Balloon,12,Sports and Outdoors,140,Bikes, Bike Accessories ,lowrider,38.59,27.01,8,13,27
2792-8ee9,Lowrider Twisted steel Bike Se,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,28.9,8.67,8,13,9
2793-ff6c,Tire Duro 27 x 1 1/4 Black/Y,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,24.99,10,8,13,10
2794-6363,Krate Rubber Pedals 1/2 Brown,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,18.99,13.29,8,13,13
2795-c309,2 Duro Tubes 20 x 1.75/2.05,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,18.99,5.7,8,13,6
2796-4655,941 Steel Pedals 9/16 Green. ,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,17.99,9,8,13,9
2797-c73d,Lowrider Lucky 7 Sprocket 36t ,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,16.99,10.19,8,13,10
2798-0781,Shifter Left Single SLM-M2T 3 ,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,15.59,10.91,8,13,11
2799-97e0,2 Duro Tubes 20 x 1.75/2.00,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,13.99,8.39,8,13,8
2800-bd08,Pedals 9/16 696 Black. Bike p,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,11.99,4.8,8,13,5
2801-e3ef,bike Y Hex Wrench 4/5/6mm 503.,12,Sports and Outdoors,140,Bikes, Bike Accessories ,lowrider,10.99,7.69,8,13,8
2802-b0e0,Headset Alloy Tap 1 1/8 Caps ,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,8.99,4.5,8,13,5
2803-5dd9,Lowrider Grips Sparkle/Clear. ,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,8.49,4.25,8,13,4
2804-3099,Custom Grips Kraton Rubber Pin,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,8.19,4.1,8,13,4
2805-ba80,Shifter Grips 080 85mm Black. ,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,8.15,4.08,8,13,4
2806-f473,Hub Axle Nut 3/8 x 26t Front/R,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,5.99,3,8,13,3
2807-7703,Track Hub Nut Front 9x1mm Chro,12,Sports and Outdoors,140,Bikes, Bike Components ,lowrider,5.99,3.59,8,13,4
2808-7c3b,Eiko 27W FML65 Grandrich Lamp ,10,Household Essentials,126,Light Bulbs, Smart Bulbs,LSE Lighting,14.95,10.47,8,124,10
2809-2815,Lubriderm Daily Moisture Hydra,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Lubriderm,7.62,4.57,8,17,5
2810-3c4e,LUCKY DUCK LUCKY DABBLER HD MO,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,Lucky Duck,89.99,62.99,8,4,63
2811-2da3,Lucky Duck Lil Critter Decoy,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,LUCKY DUCK DECOYS,18.9,7.56,8,4,8
2812-9e1f,Women`s Laser Pulse Tennis Sko,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,LUCKY IN LOVE,89,44.5,8,19,45
2813-21b2,Women`s Renew Pulse Tennis Sko,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,LUCKY IN LOVE,83.15,41.58,8,19,42
2814-ef45,Women`s Long Mesh Pleat Tier T,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,LUCKY IN LOVE,54.4,38.08,8,19,38
2815-e458,LuckyFine 3 In 1 440 Steel Sha,11,Personal Care,137,Shaving, Razors,LuckyFine,37.69,18.85,8,8,19
2816-17b7,LumaBase Extended Burn Tea Lig,10,Household Essentials,121,Bathroom, Candles,LumaBase,24.81,12.41,8,130,12
2817-1695,LUMAPRO Incandescent Light Bul,10,Household Essentials,126,Light Bulbs, Incandescent Bulbs,LUMAPRO,6.83,4.78,8,124,5
2818-2d92,4 Pack - Lumify Redness Reliev,8,Health,71,Eye Care, Lumify,Lumify,79.88,31.95,6,43,32
2819-eae7,Lumintrail 160 PSI High Pressu,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lumintrail,16.99,10.19,8,13,10
2820-dae3,Lumintrail Bright LED Commuter,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Lumintrail,8.49,5.94,8,13,6
2825-0ae5,LUV N CARE,3,Baby,11,Feeding, Bottle Feeding,Luv N Care,6.99,3.5,5,7,4
2826-0c94,Luvable Friends Fitted Playard,3,Baby,7,Baby Activities and Gear, Playards,Luvable Friends,40.56,20.28,5,23,20
2827-a9fc,Puppy Towel with Washcloth,8,Home and Garden,98,Bath, Bath Towels,Luvable Friends,15.49,7.75,6,105,8
2828-7b4f,Luvable Friends Baby Boy and G,3,Baby,11,Feeding, Luvable Friends Bibs and Burp Cloths,Luvable Friends,13.99,7,5,7,7
2829-40c7,Baby Boy Sleep N Play Bodysuit,3,Baby,11,Feeding, Bibs and Burp Cloths,Luvable Friends,9.99,3,5,7,3
2830-f4b9,Luvable Friends Baby Boy and G,3,Baby,11,Feeding, Bibs and Burp Cloths,Luvable Friends,8.2,3.28,5,7,3
2831-924a,Luvable Friends Baby Boy and G,3,Baby,11,Feeding, Bibs and Burp Cloths,Luvable Friends,5.99,4.19,5,7,4
2832-cc05,Lux Accessories Black Wink Win,8,Health,95,Vitamins and Supplements, Daylight Savings,Lux Accessories,8.95,3.58,6,102,4
2834-4ec0,12-Pack LED Candelabra Bulb Lu,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,LUXRITE,89.99,45,8,124,45
2835-3a6b,Luxrite PAR20 LED Dimmable Bul,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,LUXRITE,74.99,22.5,8,124,23
2836-4135,6-Pack BR30 LED Bulb Luxrite 6,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,LUXRITE,45.95,18.38,8,124,18
2837-46be,2-Pack Luxrite Straight Tip/To,10,Household Essentials,126,Light Bulbs, Chandelier Light Bulbs,LUXRITE,22.99,13.79,8,124,14
2838-0a39,2 Piece Geometric Trellis Room,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,Luxury,25.99,10.4,8,124,10
2839-53a3,Ultimate Power Muff Quads,8,Home and Garden,118,Tools, Personal Protective Equipment ,Luxury Home,105.99,31.8,6,137,32
2840-ceb5,Hunter Pink,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,Luxury Home,8.3,5.81,8,4,6
2841-8b65,Luxury Luffa Loofah Bath Spong,11,Personal Care,17,Bath and Body, Loofahs Bath Sponges and Accessories,Luxury Luffa,6.99,3.5,8,17,4
2842-c39e,Lv. life Kayak Boat Paddle Fis,8,Health,75,Foot Care, Arch Support Insoles,Lv. life,7.48,3.74,6,40,4
2844-1d49,LYUMO 84in 3 Sections Folding ,3,Baby,7,Baby Activities and Gear, Playards,LYUMO,99.99,69.99,5,23,70
2845-7907,LYUMO Indoor Outdoor Mini Chil,12,Sports and Outdoors,144,Sports, Soccer ,LYUMO,36.75,25.73,8,19,26
2846-3b54,LYUMO Golfing Mat Golf Double ,12,Sports and Outdoors,144,Sports, Golf Equipment ,LYUMO,24.69,17.28,8,19,17
2847-ccd3,LYUMO 5Pcs Cabinet Drawer Door,3,Baby,12,Health and Safety, Baby Proofing,LYUMO,8.87,3.55,5,18,4
2848-e575,LYUMO 2 Colors Mini Electric E,11,Personal Care,137,Shaving, Electric Shavers,LYUMO,8.17,3.27,8,8,3
2849-81f6,LYUMO 100pcs Disposable Early ,8,Health,72,Family Planning, Pregnancy Tests,LYUMO,7.04,2.82,6,56,3
2850-240c,LYUMO Multifunctional Househol,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,LYUMO,6.75,2.7,8,19,3
2851-e0e1,M-Wave R2 Road Bike Shoe,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,M-Wave,106.16,31.85,8,13,32
2852-031f,M-Wave 3M Scotchlite Reflectiv,12,Sports and Outdoors,140,Bikes, Bike Accessories ,M-Wave,15.31,7.66,8,13,8
2853-aa87,M-Wave Black 6 mm Aluminum Wat,12,Sports and Outdoors,140,Bikes, Bike Accessories ,M-Wave,9.39,6.57,8,13,7
2854-6b7a,MAAS Metal Polish 8 oz.,10,Household Essentials,123,Cleaning Supplies, Surface Care and Protection,MAAS,18.91,13.24,8,139,13
2855-32c4,MABIS Tender Temp Ear Thermome,8,Health,83,Medicine Cabinet, Thermometers ,Mabis,25.35,7.61,6,88,8
2856-0428,Macadamia Nourishing Masque 8 ,4,Beauty,30,Premium Beauty, Premium Hair Care,Macadamia Professional,18.86,11.32,5,29,11
2857-ab5d,MacGregor 32 Youth Series Bas,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,MacGregor,59.99,41.99,8,19,42
2858-36e0,MacGregor Mercury Soccer Ball ,12,Sports and Outdoors,144,Sports, Soccer ,MacGregor,13.15,7.89,8,19,8
2859-73d8,MacGregor #97 MLB Baseballs 12,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,MacGregor,13.08,3.92,8,19,4
2860-44da,MacGregor Adult Padded Shin Gu,12,Sports and Outdoors,144,Sports, Soccer ,MacGregor,7.57,2.27,8,19,2
2861-eb0a,MacGregor PVC Kicking Tee,12,Sports and Outdoors,144,Sports, Basketball ,MacGregor,5.73,4.01,8,19,4
2862-5ac3,4 Pack - Macks Pillow Soft Sil,8,Health,70,Ear Care, Ear Plugs,Macks,21.42,12.85,6,57,13
2863-229e,1 Pair Macks Flightguard Airpl,8,Health,70,Ear Care, Macks,Macks,7.95,5.57,6,57,6
2864-72d8,Macks Pillow Soft Earplugs Whi,8,Health,70,Ear Care, Macks,Macks,5.42,3.79,6,57,4
2865-c9ad,Macks Pillow Soft Ear Plugs- B,8,Health,78,Home Health Care, Daily Living Aids,Macks,5.25,1.58,6,86,2
2867-cdcf,Macrolife naturals macro green,8,Health,94,Superfoods and Cleanses, Super Greens ,Macrolife Naturals,22.37,6.71,6,138,7
2869-ff03,4 Pack - Madina African Black ,11,Personal Care,17,Bath and Body, Bar Soap,Madina,12.17,6.09,8,17,6
2870-afd2,3D Cell LED Flashlight Black,8,Home and Garden,108,Home Safety, Flashlights ,MAG Instrument,32.02,12.81,6,129,13
2871-d0fe,2 Pack magical Mermaid Pearls ,1,Toys,146,Arts and Crafts for Kids, How To Make Slime ,MAGIC TIME INTERNATIONAL,11.51,6.91,5,15,7
2872-8b9d,Maglite Mini-Mag Flashlight,8,Home and Garden,108,Home Safety, Flashlights ,MAGLITE,9.43,5.66,6,129,6
2873-6848,20 Magna Girls Sapphire Bike,12,Sports and Outdoors,140,Bikes, Kids Bikes ,Magna,84.51,42.26,8,13,42
2875-f271,Maier Mfg 144723 Rear Fender -,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Maier Mfg,48.19,24.1,8,13,24
2876-eede,MAIN ACCESS 200100T Above Grou,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Main Access,240.99,72.3,8,13,72
2877-d5a2,Petite (410 to 53) Womens Maj,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Majek Golf,89.99,62.99,8,19,63
2878-ba58,Majek Golf Senior Mens Complet,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Majek Golf,89.95,53.97,8,19,54
2879-5801,Bryce Harper Philadelphia Phil,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,Majestic,23.99,7.2,8,139,7
2880-92c5,Cincinnati Reds Majestic Mesh ,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,Majestic,19.9,5.97,8,139,6
2881-fa5a,5 Pack Dentemp D.O.C. Reline-I,11,Personal Care,136,Oral Care, Denture Care,Majestic Drug,27.09,13.55,8,22,14
2882-ce92,Major Tab-A-Vite w/Beta Carote,8,Health,95,Vitamins and Supplements, Multivitamins ,Major,11.99,8.39,6,102,8
2883-4432,Major Banophen Diphenhydramine,8,Health,60,Allergy and Sinus, Allergy Medicine,MAJOR PHARMACEUTICALS,6.51,1.95,6,50,2
2884-b85e,There Are Two Things In Life. ,4,Beauty,29,Premium Bath and Body, Premium Body Washes and Shower Gels,Make Your Mark Design,22.99,9.2,5,39,9
2885-368d,Malden My Baptism Confetti Pic,3,Baby,13,Nursery and Decor, Baby Decor ,Malden,12.5,8.75,5,19,9
2886-d662,Malone Xpress Scupper Kayak Ca,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Malone Auto Racks,243,72.9,8,17,73
2888-6577,Mio - Double Buff Enzyme Exfol,4,Beauty,29,Premium Bath and Body, Premium Body Washes and Shower Gels,Mama Mio,16.86,6.74,5,39,7
2889-52c1,Baby Car Seat MirrorsRear View,3,Baby,9,Car Seats, Car Seat Accessories ,Mancro,10.2,7.14,5,14,7
2890-1db4,Stretch Marks Removal Skin Rep,11,Personal Care,17,Bath and Body, Stretch Mark Treatments,Mancro,7.99,5.59,8,17,6
2891-3983,1 Pair Calf Compression Sleeve,11,Personal Care,137,Shaving, Trimmers and Groomers,Mancro,7.99,4.79,8,8,5
2892-1f03,Body Building Slimming Fitness,11,Personal Care,137,Shaving, Trimmers and Groomers,Mancro,7.99,2.4,8,8,2
2893-cc2f,Dry Feel Tennis Racket Grip - ,12,Sports and Outdoors,144,Sports, Squash ,Mancro,7.59,3.8,8,19,4
2894-b053,Protector Bicycle chainstay Pr,12,Sports and Outdoors,140,Bikes, Bike Components ,Mancro,5.99,1.8,8,13,2
2895-c3e9,Manito Breath Pro Plus 3D Mesh,3,Baby,14,Strollers, Stroller Accessories,Manito,22.99,9.2,5,12,9
2897-36fd,Manta Blades Black Purple - L,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Manta Bodyboards,45.95,27.57,8,4,28
2905-a355,PACK OF 3 EACH LITTLE TUMMYS G,8,Health,76,Gas Relief, Gas Relief,Marble Medical,32.49,19.49,6,88,19
2906-b668,MARBLES NYLON JUNGLE BOWIE KNI,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,Marbles,11.95,7.17,8,4,7
2907-04f9,Marcal Deli Wrap Dry Waxed Pap,8,Home and Garden,97,Appliances, Vacuums Steamers and Floor Care ,Marcal,98.71,59.23,6,121,59
2908-f860,Marcal PRO Folded Paper Towels,10,Household Essentials,127,Paper and Plastic, Paper Towels,Marcal PRO,21.99,15.39,8,146,15
2909-ebc5,Marcy 110 lb. Olympic Weight S,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Marcy,152.54,45.76,8,6,46
2910-efb0,Marcy Upright Bike NS-908U,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Marcy,99.99,30,8,6,30
2911-7ce4,Marcy Tricep Bar: IRBB-34T,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Marcy,41,20.5,8,6,21
2912-0fa8,Mares Matrix Dive Wrist Comput,10,Household Essentials,127,Paper and Plastic, Paper Napkins,Mares,499.95,149.99,8,146,150
2913-e178,Margaritaville Inflatable Caba,1,Toys,150,Outdoor Play, Floats and Pool Games ,Margaritaville Pool Floats,39.28,27.5,5,20,28
2914-4d16,17 MARIN SAN ANSELMO Womens H,12,Sports and Outdoors,140,Bikes, Bike Components ,Marin,69.97,34.99,8,13,35
2915-b426,MarinaVida Magic EMS Muscle Tr,4,Beauty,25,Hair Care, Hair Color ,MarinaVida,9.29,4.65,5,14,5
2916-fff2,Marine-Tex RM305K Marine-Tex -,4,Beauty,25,Hair Care, Hair Color ,Marine-Tex,22.86,11.43,5,14,11
2917-2d68,Maritzmayer Raspberry Ketone L,8,Health,79,Keto Diet, Keto,Maritzmayer,13.99,5.6,6,70,6
2918-d407,Marksman Zombie Paper Targets,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Marksman,9.92,6.94,8,19,7
2919-4ae9,Marrakesh Hair Care Argan and ,4,Beauty,25,Hair Care, Hair Treatments ,Marrakesh,17.47,10.48,5,14,10
2921-6744,Heated Microwaveable Neck and ,8,Health,86,Pain Relievers, Heat Wraps,Mars Wellness,31.99,22.39,6,37,22
2922-8e24,5pc Ping Pong Net Post Paddle ,12,Sports and Outdoors,144,Sports, Soccer ,Martin Sports,22.03,15.42,8,19,15
2926-bb1f,Marucci 31.5 RS225 Series Bas,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Marucci,149.95,59.98,8,19,60
2927-edb8,Marucci Pittards Reserve Gray ,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Marucci,46.15,13.85,8,19,14
2930-152d,Mason Natural Heart Trio Co Q-,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Mason Natural,32.85,23,6,102,23
2931-526b,Mason Natural Double Strength ,8,Health,95,Vitamins and Supplements, Supplements,Mason Natural,18.11,10.87,6,102,11
2932-c290,2 Pack - Mason Natural Slow Re,8,Health,95,Vitamins and Supplements, Minerals ,Mason Natural,14.16,7.08,6,102,7
2933-0145,Mason Natural Digestive Aid En,8,Health,95,Vitamins and Supplements, Supplements,Mason Natural,8.12,4.87,6,102,5
2934-821d,Shoulder Brace - Rotator Cuff ,8,Health,95,Vitamins and Supplements, Multivitamins ,MASPOST,13.99,9.79,6,102,10
2935-33e5,Master Round Massage Bolster,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Master,27,8.1,8,17,8
2936-e008,8154DPF Cable Lock 6-Foot x 3/,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Master Lock,22.59,15.81,8,13,16
2937-dff6,Master Lock Cable Bike Lock 84,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Master Lock,11.88,3.56,8,13,4
2938-e08b,Rio Portable Chair,12,Sports and Outdoors,141,Exercise and Fitness, Exercise and Fitness Accessories ,Master Massage,419.99,210,8,6,210
2939-3bd9,Master Sportsman Front Load Ga,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Master Sportsman,17.11,8.56,8,4,9
2940-f4fb,Masterbuilt 30 Inch Outdoor Ba,8,Home and Garden,105,Grills and Outdoor Cooking, Grills ,Masterbuilt,209.99,125.99,6,123,126
2943-966c,matoen New Neoprene Mens Back ,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,matoen,31.49,12.6,8,4,13
2944-afdd,matoen 6pc Kids Beach Toys Set,1,Toys,150,Outdoor Play, Sandboxes and Water Tables ,matoen,17.89,12.52,5,20,13
2945-270b,Socolor Extra Coverage Hair Co,4,Beauty,34,Premium Hair Care, Premium Hair Color,Matrix,13.71,5.48,5,42,5
2946-09ae,Matrix Total Results Brass Off,4,Beauty,35,Premium Hair Care and Hair Tools, Premium Shampoos,Matrix,10.91,3.27,5,43,3
2949-e5f7,Maui Organics Intense Moisture,11,Personal Care,138,Sun Care, After-Sun Care,Maui Organics,19.49,5.85,8,5,6
2950-3d9c,Cyber Wet Tennis Overgrip 3 Pa,11,Personal Care,138,Sun Care, After-Sun Care,MAUVE SPORTS,7.89,3.95,8,5,4
2951-5549,Maverik Mens Havok Unstrung La,12,Sports and Outdoors,144,Sports, Lacrosse ,Maverik,143.95,86.37,8,19,86
2952-28ba,Maxam Padded Knife Display Rol,11,Personal Care,17,Bath and Body, Loofahs Bath Sponges and Accessories,Maxam,18.58,11.15,8,17,11
2953-9f29,Maxell Watch Battery Button Ce,10,Household Essentials,122,Batteries, Coin and Button Cell Batteries,Maxell,8.89,4.45,8,140,4
2954-9e04,Maxfli Mens Tour Golf Glove Le,12,Sports and Outdoors,144,Sports, Golf Equipment ,Maxfli,39.28,23.57,8,19,24
2955-4ec4,Fibermax Supreme Maxi-Health 1,8,Health,73,Fiber Supplements, Fiber Capsules,Maxi Health,24.89,7.47,6,48,7
2956-5401,Maxi-Cosi Adorra 2.0 Modular S,3,Baby,14,Strollers, See All Strollers,Maxi-Cosi,399.99,120,5,12,120
2957-c88a,Fleece T-handle Cane Grip Cove,8,Health,78,Home Health Care, Canes ,MaxiAids,6.95,3.48,6,86,3
2958-878a,MaxiClimber Sport Vertical Cli,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,MaxiClimber,116.44,58.22,8,6,58
2959-8399,Maxlite 25520 - SK255RLTWW Cir,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Maxlite,18.58,5.57,8,124,6
2960-43df,MaxWorks 70891 3W LED Flashlig,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Maxworks,5.51,2.2,8,13,2
2961-574c,Maxxis Minion SS 29 x 2.3 Tire,12,Sports and Outdoors,140,Bikes, Bike Components ,Maxxis,59,17.7,8,13,18
2962-124e,Maxxis Minion DHF 3C Maxx Terr,12,Sports and Outdoors,140,Bikes, Bike Components ,Maxxis,50,15,8,13,15
2963-1a58,Maybelline Unstopoable Eyeline,11,Personal Care,137,Shaving, Electric Shavers,Maybelline,8.99,2.7,8,8,3
2967-8049,McCoy Feet First Spa Buffing P,8,Health,75,Foot Care, Corn and Callus Removers,McCoy,59.95,29.98,6,40,30
2968-7864,McDavid Protective Knee Guard ,12,Sports and Outdoors,144,Sports, Volleyball ,McDavid,103.85,31.16,8,19,31
2969-928f,McDavid Classic Logo 199 CL Le,12,Sports and Outdoors,144,Sports, Volleyball ,McDavid,19.99,13.99,8,19,14
2970-f883,McDavid MD656 Compression Arm ,12,Sports and Outdoors,144,Sports, Volleyball ,McDavid,12.5,3.75,8,19,4
2971-e1f3,McDavid 641 Deluxe Football Fo,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,McDavid,9.99,5,8,19,5
2972-0c70,McDermott L11 Lucky Hard Rock ,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,McDermott,70,35,8,19,35
2973-a0be,McKesson Male Urinal 56-80235S,8,Health,89,Quit Smoking, Nicotine Gums 2 Mg,McKesson,33,19.8,6,123,20
2974-e089,Cane Quad Small Base Chrome - ,8,Health,78,Home Health Care, Canes ,McKesson,19.74,9.87,6,86,10
2975-bf23,McKesson Hand Sanitizer with A,4,Beauty,17,Bath and Body, Hand Soaps and Sanitizers,McKesson,9.89,5.93,5,17,6
2976-b854,McKesson Antimicrobial Soap 53,11,Personal Care,17,Bath and Body, Hand Soaps,McKesson,6.85,2.74,8,17,3
2977-ca8b,McKesson StayDry Disposable Wa,10,Household Essentials,127,Paper and Plastic, Flushable Wipes,McKesson,6.81,2.72,8,146,3
2980-eb44,MEDca Amazing Shoe Stretcher -,10,Household Essentials,129,Shoe Care and Repair, All Shoe Care and Repair,MEDca,14.99,8.99,8,4,9
2981-c5c6,Self Adherent Wrap - Bulk Pack,8,Health,74,First Aid, Adhesive Bandages,MEDca,12.99,9.09,6,60,9
2982-9294,Commode bedpan rose part no. h,8,Health,78,Home Health Care, Bathroom Aids and Safety,Medegen Medical Products,8.96,5.38,6,86,5
2983-85d5,Mederma Skin Care Quick Dry Oi,8,Health,74,First Aid, Mederma ,Mederma Skin Care,28.24,14.12,6,60,14
2984-5525,First Aid Eye / Body Wash Ster,8,Health,71,Eye Care, Eye Drops,Medi-First,25.95,7.79,6,43,8
2985-073c,Medical Action Container Sharp,8,Health,78,Home Health Care, Diabetic Supplies,Medical Action,111.38,66.83,6,86,67
2986-705c,Medicus Golf - Coilmaster Swin,12,Sports and Outdoors,144,Sports, Golf Equipment ,Medicus Golf,17.06,8.53,8,19,9
